,fsq_id,categories,chains,distance,link,name,timezone,geocodes.drop_off.latitude,geocodes.drop_off.longitude,geocodes.main.latitude,geocodes.main.longitude,geocodes.roof.latitude,geocodes.roof.longitude,location.address,location.country,location.cross_street,location.formatted_address,location.locality,location.postcode,location.region,location.address_extended,related_places.children,related_places.parent.fsq_id,related_places.parent.name
0,58d4650e2f91cb5ccec03447,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],194,/v3/places/58d4650e2f91cb5ccec03447,Rorschach Brewing,America/Toronto,43.663731,-79.319985,43.663372,-79.319902,43.663372,-79.319902,1001 Eastern Ave,CA,Woodfield Rd,"1001 Eastern Ave (Woodfield Rd), Toronto ON M4L 1A8",Toronto,M4L 1A8,ON,,,,
1,5b3af4f125fb7b0039f9f588,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],842,/v3/places/5b3af4f125fb7b0039f9f588,Black Lab Brewing,America/Toronto,43.661654,-79.329013,43.661871,-79.329063,43.661871,-79.329063,818 Eastern Ave,CA,Leslie Street,"818 Eastern Ave (Leslie Street), Toronto ON M4L 1A1",Toronto,M4L 1A1,ON,,,,
2,5957bd26d1a40251f53875e5,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],804,/v3/places/5957bd26d1a40251f53875e5,Godspeed Brewery,America/Toronto,,,43.672563,-79.319341,43.672563,-79.319341,242 Coxwell Ave,CA,at Gerrard St E,"242 Coxwell Ave (at Gerrard St E), Toronto ON M4L 3B2",Toronto,M4L 3B2,ON,,,,
3,998185563f6522583c7fcbd5,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],754,/v3/places/998185563f6522583c7fcbd5,Billye Madden,,43.661885,-79.328024,43.662055,-79.328064,,,818 Eastern Ave,CA,,"818 Eastern Ave, Toronto ON M4L 1A1",Toronto,M4L 1A1,ON,# 1,,,
4,573f3b4b498ebf4b4faf407e,"[{'id': 17058, 'name': 'Beer Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}]","[{'id': 'dca28a14-eb9f-44a7-a077-5a687d499af6', 'name': 'The Beer Store'}]",7382,/v3/places/573f3b4b498ebf4b4faf407e,Beer Store,America/Toronto,,,43.663492,-79.328384,43.663492,-79.328384,761 Queen St W,CA,,"761 Queen St W, Toronto ON M6J 1G1",Toronto,M6J 1G1,ON,,,,
5,568333d5498e400ae0f1a732,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],774,/v3/places/568333d5498e400ae0f1a732,Blood Brothers Brewing,America/Toronto,,,43.669939,-79.436128,43.669939,-79.436128,165 Geary Ave,CA,at Barlett Ave N,"165 Geary Ave (at Barlett Ave N), Toronto ON M6H 2B8",Toronto,M6H 2B8,ON,,,,
6,541477e2498ea7bb8c03b01f,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],781,/v3/places/541477e2498ea7bb8c03b01f,Indie Alehouse Barrel House,America/Toronto,43.670061,-79.436291,43.669873,-79.436257,43.669873,-79.436257,165 Geary Ave,CA,Bartlett Avenue,"165 Geary Ave (Bartlett Avenue), Toronto ON M6H 2B8",Toronto,M6H 2B8,ON,,,,
7,62cc3af35e38597cd58705cf,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],824,/v3/places/62cc3af35e38597cd58705cf,True History Brewing,America/Toronto,,,43.678423,-79.442213,43.678423,-79.442213,1154 St Clair Ave W,CA,Westmount Ave,"1154 St Clair Ave W (Westmount Ave), Toronto ON M6E 1B3",Toronto,M6E 1B3,ON,,,,
8,5738c13d498ed8ebd7419481,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}, {'id': 13050, 'name': 'Distillery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],905,/v3/places/5738c13d498ed8ebd7419481,Yongehurst Distillery Co,America/Toronto,43.670839,-79.434539,43.670772,-79.434718,43.670772,-79.434718,346 Westmoreland Ave N,CA,,"346 Westmoreland Ave N, Toronto ON",Toronto,,ON,,,,
9,5753753b498eeb535c53aed5,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",[],581,/v3/places/5753753b498eeb535c53aed5,The Greater Good Bar,America/Toronto,43.669476,-79.439195,43.669324,-79.439163,43.669324,-79.439163,229 Geary Ave,CA,at Dufferin St,"229 Geary Ave (at Dufferin St), Toronto ON M6H 2C1",Toronto,M6H 2C1,ON,,"[{'fsq_id': '5998aa934940bc4de5bfdaca', 'name': 'North of Brooklyn Pizzeria'}]",,
10,4bc901e6b6c49c748fac8d91,"[{'id': 17058, 'name': 'Beer Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}]","[{'id': 'dca28a14-eb9f-44a7-a077-5a687d499af6', 'name': 'The Beer Store'}]",705,/v3/places/4bc901e6b6c49c748fac8d91,Beer Store,America/Toronto,,,43.666383,-79.45099,43.666383,-79.45099,323 Symington Ave,CA,at Dupont St,"323 Symington Ave (at Dupont St), Toronto ON M6P 3X1",Toronto,M6P 3X1,ON,,,,
11,60dcaf699848663301ac8fce,"[{'id': 17058, 'name': 'Beer Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}]",[],648,/v3/places/60dcaf699848663301ac8fce,Toronto Brewing,America/Toronto,43.669685,-79.438151,43.669458,-79.438108,43.669458,-79.438108,211 Geary Ave,CA,,"211 Geary Ave, Toronto ON M6H 2C1",Toronto,M6H 2C1,ON,,,,
12,58d4650e2f91cb5ccec03447,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],349,/v3/places/58d4650e2f91cb5ccec03447,Rorschach Brewing,America/Toronto,43.663731,-79.319985,43.663372,-79.319902,43.663372,-79.319902,1001 Eastern Ave,CA,Woodfield Rd,"1001 Eastern Ave (Woodfield Rd), Toronto ON M4L 1A8",Toronto,M4L 1A8,ON,,,,
13,5957bd26d1a40251f53875e5,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],709,/v3/places/5957bd26d1a40251f53875e5,Godspeed Brewery,America/Toronto,,,43.672563,-79.319341,43.672563,-79.319341,242 Coxwell Ave,CA,at Gerrard St E,"242 Coxwell Ave (at Gerrard St E), Toronto ON M4L 3B2",Toronto,M4L 3B2,ON,,,,
14,998185563f6522583c7fcbd5,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],953,/v3/places/998185563f6522583c7fcbd5,Billye Madden,,43.661885,-79.328024,43.662055,-79.328064,,,818 Eastern Ave,CA,,"818 Eastern Ave, Toronto ON M4L 1A1",Toronto,M4L 1A1,ON,# 1,,,
15,573f3b4b498ebf4b4faf407e,"[{'id': 17058, 'name': 'Beer Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}]","[{'id': 'dca28a14-eb9f-44a7-a077-5a687d499af6', 'name': 'The Beer Store'}]",7575,/v3/places/573f3b4b498ebf4b4faf407e,Beer Store,America/Toronto,,,43.663492,-79.328384,43.663492,-79.328384,761 Queen St W,CA,,"761 Queen St W, Toronto ON M6J 1G1",Toronto,M6J 1G1,ON,,,,
16,4a9f21c0f964a520a63c20e3,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],387,/v3/places/4a9f21c0f964a520a63c20e3,The 3 Brewers,America/Toronto,,,43.655472,-79.380321,43.655472,-79.380321,275 Yonge St,CA,btwn Dundas St. E & Shuter St.,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",Toronto,M5B 1N8,ON,,,,
17,597abafcb2958f7e523ea993,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],704,/v3/places/597abafcb2958f7e523ea993,Goose Island Brew House - Toronto,America/Toronto,,,43.647367,-79.373656,43.647367,-79.373656,70 the Esplanade,CA,,"70 the Esplanade, Toronto ON M5E 1R2",Toronto,M5E 1R2,ON,,,,
18,5286b3cc11d2a16180fd187e,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],306,/v3/places/5286b3cc11d2a16180fd187e,Foundation Bar,America/Toronto,,,43.652664,-79.380342,43.652664,-79.380342,14 W Queen St,CA,in Eaton Centre,"14 W Queen St (in Eaton Centre), Toronto ON",Toronto,,ON,,,,
19,4dfbb793814d9c07902a61fa,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],605,/v3/places/4dfbb793814d9c07902a61fa,The Garden Pub,America/Toronto,43.647976,-79.374701,43.647803,-79.374613,43.647803,-79.374613,37 Front St E,CA,2nd Floor,"37 Front St E (2nd Floor), Toronto ON M5E 1B3",Toronto,M5E 1B3,ON,,,,
20,2be7c478fa9e4a1431a0bc3b,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],427,/v3/places/2be7c478fa9e4a1431a0bc3b,Charlesbourg Brewing Co,,,,43.65002,-79.379641,43.65002,-79.379641,1234 Consumers Dr,CA,,"1234 Consumers Dr, Toronto ON L1N 0J8",Toronto,L1N 0J8,ON,,,,
21,601d14d442fb60302fae8306,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],371,/v3/places/601d14d442fb60302fae8306,CRAFT Beer Market Toronto,America/Toronto,,,43.6502,-79.37794,43.6502,-79.37794,1 Adelaide St E,CA,,"1 Adelaide St E, Toronto ON M5C 2V9",Toronto,M5C 2V9,ON,# 101,[],,
22,4b5ca7d8f964a5207c3c29e3,"[{'id': 13027, 'name': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}, {'id': 13077, 'name': 'Belgian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],426,/v3/places/4b5ca7d8f964a5207c3c29e3,Beer Bistro,America/Toronto,,,43.649463,-79.377261,43.649463,-79.377261,18 King St E,CA,at Yonge St.,"18 King St E (at Yonge St.), Toronto ON M5C 1C4",Toronto,M5C 1C4,ON,Suite 110,,,
23,4ad4c05cf964a520e3f520e3,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",[],595,/v3/places/4ad4c05cf964a520e3f520e3,C'est What,America/Toronto,43.648544,-79.373505,43.648393,-79.373445,43.648393,-79.373445,67 Front St E,CA,at Church St,"67 Front St E (at Church St), Toronto ON M5E 1B5",Toronto,M5E 1B5,ON,,"[{'fsq_id': '60e0dafca0bad77d7927772a', 'name': 'C’est What Beer Garden'}]",,
24,5a8f505eb6eedb5c284a78ad,"[{'id': 13018, 'name': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],689,/v3/places/5a8f505eb6eedb5c284a78ad,Walrus Pub & Beer Hall,America/Toronto,,,43.6475,-79.379567,43.6475,-79.379567,187 Bay St,CA,Wellington St W,"187 Bay St (Wellington St W), Toronto ON M5L 1G5",Toronto,M5L 1G5,ON,,[],,
25,4ab2b0b9f964a520e56b20e3,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",[],721,/v3/places/4ab2b0b9f964a520e56b20e3,The Queen and Beaver Public House,America/Toronto,,,43.65738,-79.38343,43.65738,-79.38343,35 Elm St,CA,at Bay St.,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Toronto,M5G 1H1,ON,,,,
26,4a9f21c0f964a520a63c20e3,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],916,/v3/places/4a9f21c0f964a520a63c20e3,The 3 Brewers,America/Toronto,,,43.655472,-79.380321,43.655472,-79.380321,275 Yonge St,CA,btwn Dundas St. E & Shuter St.,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",Toronto,M5B 1N8,ON,,,,
27,5dcda90cdac7db000833c20d,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],943,/v3/places/5dcda90cdac7db000833c20d,Birroteca,America/Toronto,,,43.669432,-79.38909,43.669432,-79.38909,55 Bloor St W,CA,,"55 Bloor St W, Toronto ON M4W 1A6",Toronto,M4W 1A6,ON,,,5b2d934e59c423002c0c6db6,Eataly Toronto
28,16f50c0bf9ec40517b475d22,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],895,/v3/places/16f50c0bf9ec40517b475d22,Bloor Brewery Inc,,43.670138,-79.387387,43.669951,-79.387349,43.669951,-79.387349,2 Bloor St W,CA,,"2 Bloor St W, Toronto ON M4W 3E2",Toronto,M4W 3E2,ON,# 700,,,
29,4ab2b0b9f964a520e56b20e3,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",[],741,/v3/places/4ab2b0b9f964a520e56b20e3,The Queen and Beaver Public House,America/Toronto,,,43.65738,-79.38343,43.65738,-79.38343,35 Elm St,CA,at Bay St.,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Toronto,M5G 1H1,ON,,,,
30,4a88a344f964a520400720e3,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],98,/v3/places/4a88a344f964a520400720e3,O'Grady's Restaurant,America/Toronto,,,43.664491,-79.380587,43.664491,-79.380587,518 Church St,CA,at Maitland St.,"518 Church St (at Maitland St.), Toronto ON M4Y 2C8",Toronto,M4Y 2C8,ON,,,,
31,4add3b20f964a520b16421e3,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],999,/v3/places/4add3b20f964a520b16421e3,House on Parliament,America/Toronto,,,43.663671,-79.367878,43.663671,-79.367878,454 Parliament St,CA,btwn Carlton & Gerrard,"454 Parliament St (btwn Carlton & Gerrard), Toronto ON M5A 3A2",Toronto,M5A 3A2,ON,,,,
32,4ad9ffbbf964a520091d21e3,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",[],855,/v3/places/4ad9ffbbf964a520091d21e3,Jack Astor's,America/Toronto,,,43.656641,-79.38046,43.656641,-79.38046,10 Dundas St E,CA,at Yonge St.,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,M5B 2G9,ON,,,4adcaacff964a520882e21e3,10 Dundas East
33,4b6dde8bf964a5203a972ce3,"[{'id': 17058, 'name': 'Beer Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}]","[{'id': 'dca28a14-eb9f-44a7-a077-5a687d499af6', 'name': 'The Beer Store'}]",835,/v3/places/4b6dde8bf964a5203a972ce3,Beer Store,America/Toronto,43.661618,-79.37046,43.661466,-79.370427,43.661466,-79.370427,227 Gerrard St E,CA,btwn Seaton & Ontario,"227 Gerrard St E (btwn Seaton & Ontario), Toronto ON M5A 2E9",Toronto,M5A 2E9,ON,,,,
34,4ada0042f964a520111d21e3,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",[],957,/v3/places/4ada0042f964a520111d21e3,Jack Astor’s,America/Toronto,,,43.670834,-79.386788,43.670834,-79.386788,2 Bloor St E,CA,at Yonge,"2 Bloor St E (at Yonge), Toronto ON M4W 1A8",Toronto,M4W 1A8,ON,,,,
35,4ad4c060f964a5206af720e3,"[{'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",[],681,/v3/places/4ad4c060f964a5206af720e3,Bangkok Garden Restaurant,America/Toronto,,,43.657825,-79.382706,43.657825,-79.382706,18 Elm St,CA,,"18 Elm St, Toronto ON M5G 1G7",Toronto,M5G 1G7,ON,,,,
36,4a9f21c0f964a520a63c20e3,"[{'id': 13006, 'name': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],748,/v3/places/4a9f21c0f964a520a63c20e3,The 3 Brewers,America/Toronto,,,43.655472,-79.380321,43.655472,-79.380321,275 Yonge St,CA,btwn Dundas St. E & Shuter St.,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",Toronto,M5B 1N8,ON,,,,
37,586b05e9e6160c429b4b318a,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],304,/v3/places/586b05e9e6160c429b4b318a,Stefansplatz,America/Toronto,,,43.655146,-79.390228,43.655146,-79.390228,195 Saint Patrick St,CA,Dundas St,"195 Saint Patrick St (Dundas St), Toronto ON M5T 2Y8",Toronto,M5T 2Y8,ON,,,,
38,5286b3cc11d2a16180fd187e,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",[],893,/v3/places/5286b3cc11d2a16180fd187e,Foundation Bar,America/Toronto,,,43.652664,-79.380342,43.652664,-79.380342,14 W Queen St,CA,in Eaton Centre,"14 W Queen St (in Eaton Centre), Toronto ON",Toronto,,ON,,,,
39,4ad7bf71f964a5205b0e21e3,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13077, 'name': 'Belgian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",[],401,/v3/places/4ad7bf71f964a5205b0e21e3,Sin and Redemption,America/Toronto,,,43.654588,-79.391728,43.654588,-79.391728,136 McCaul St,CA,at Dundas St.,"136 McCaul St (at Dundas St.), Toronto ON M5T 1W2",Toronto,M5T 1W2,ON,,,,
40,4ab2b0b9f964a520e56b20e3,"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",[],454,/v3/places/4ab2b0b9f964a520e56b20e3,The Queen and Beaver Public House,America/Toronto,,,43.65738,-79.38343,43.65738,-79.38343,35 Elm St,CA,at Bay St.,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Toronto,M5G 1H1,ON,,,,
41,4ad4c05ef964a520daf620e3,"[{'id': 10004, 'name': 'Art Gallery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}}]",[],515,/v3/places/4ad4c05ef964a520daf620e3,Art Gallery of Ontario,America/Toronto,,,43.653538,-79.392624,43.653685,-79.392566,317 Dundas St W,CA,at Beverley St,"317 Dundas St W (at Beverley St), Toronto ON M5T 1G4",Toronto,M5T 1G4,ON,,"[{'fsq_id': '4d13cab06d103704a15d1bbd', 'name': 'Gift Shop'}, {'fsq_id': '5dab68b1e5f99900080adecf', 'name': 'Murray Frum Gallery'}, {'fsq_id': '59ef7882345cbe36e4b44ace', 'name': 'Henry Moore Sculpture Centre'}, {'fsq_id': '5abd69b4fe37406f05cdd2c2', 'name': 'The Shop AGO'}, {'fsq_id': '4ad4c060f964a52064f720e3', 'name': 'CafeAGO'}, {'fsq_id': '5e0a6342e72ebb0007055268', 'name': 'AGO Coat Check'}, {'fsq_id': '4d404a70915a370411f5137f', 'name': 'Baillie Court'}, {'fsq_id': '50049244d86ca6e40253fcf2', 'name': 'Step Up Revolution to'}, {'fsq_id': '4ae47067f964a520989a21e3', 'name': 'Art Square Cafe'}, {'fsq_id': '4ad4c062f964a520bef720e3', 'name': 'Jackman Hall'}, {'fsq_id': '4ae9f5b9f964a52002b821e3', 'name': 'AGO Espresso Bar'}, {'fsq_id': '5d1f232238c7d60024b7b790', 'name': ""Yayoi Kusama: Infinity Mirrored Room — Let's Survive Forever""}, {'fsq_id': '4ba64e69f964a520794439e3', 'name': 'Norma Ridley Members’ Lounge'}, {'fsq_id': '4f06065b02d5265073806d8f', 'name': 'E.P. Taylor Research Library & Archives'}]",,
42,4ad9ffbbf964a520091d21e3,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",[],736,/v3/places/4ad9ffbbf964a520091d21e3,Jack Astor's,America/Toronto,,,43.656641,-79.38046,43.656641,-79.38046,10 Dundas St E,CA,at Yonge St.,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",Toronto,M5B 2G9,ON,,,4adcaacff964a520882e21e3,10 Dundas East
43,4c747ea4604a370462548049,"[{'id': 13027, 'name': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13148, 'name': 'French Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",[],589,/v3/places/4c747ea4604a370462548049,Trios Bistro,America/Toronto,,,43.654605,-79.382988,43.654605,-79.382988,525 Bay St,CA,Dundas West,"525 Bay St (Dundas West), Toronto ON M5G 2L2",Toronto,M5G 2L2,ON,,,,
44,4ad4c060f964a5206af720e3,"[{'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",[],508,/v3/places/4ad4c060f964a5206af720e3,Bangkok Garden Restaurant,America/Toronto,,,43.657825,-79.382706,43.657825,-79.382706,18 Elm St,CA,,"18 Elm St, Toronto ON M5G 1G7",Toronto,M5G 1G7,ON,,,,
